Dataset_Label,Raw_Value
NORMAL,219
NORMAL,0
NORMAL,0
NORMAL,171
NORMAL,0
NORMAL,0
NORMAL,146
NORMAL,0
NORMAL,0
NORMAL,152
NORMAL,0
NORMAL,0
NORMAL,171
NORMAL,0
NORMAL,0
NORMAL,191
NORMAL,0
NORMAL,0
NORMAL,164
NORMAL,0
NORMAL,38
NORMAL,76
NORMAL,0
NORMAL,174
NORMAL,0
NORMAL,0
NORMAL,185
NORMAL,0
NORMAL,26
NORMAL,60
NORMAL,0
NORMAL,174
NORMAL,0
NORMAL,0
NORMAL,161
NORMAL,0
NORMAL,135
NORMAL,0
NORMAL,0
NORMAL,189
NORMAL,0
NORMAL,0
NORMAL,61
NORMAL,0
NORMAL,170
NORMAL,0
NORMAL,0
NORMAL,113
NORMAL,0
NORMAL,135
NORMAL,0
NORMAL,0
NORMAL,152
NORMAL,0
NORMAL,0
NORMAL,96
NORMAL,0
NORMAL,59
NORMAL,0
NORMAL,0
NORMAL,80
NORMAL,0
NORMAL,0
NORMAL,77
NORMAL,0
NORMAL,0
NORMAL,46
NORMAL,0
NORMAL,0
NORMAL,25
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
NORMAL,0
